Product title,Product vendor,Product type,Net items sold,Gross sales,Discounts,Returns,Net sales,Taxes,Total sales
The Boy at the Back of the Class,Onjali Rauf;,Book,1,19,0,0,19,0.95,19.95
One-Punch Man vol 2,ONE;,Book,1,20,0,0,20,1,21
One-Punch Man vol 3,ONE;,Book,1,20,0,0,20,1,21
"One-Punch Man, Vol. 14",ONE;,Book,1,35,0,0,35,1.75,36.75
"One-Punch Man, Vol. 28",ONE;,Book,1,35,0,0,35,1.75,36.75
"One-Punch Man, Vol. 1","ONE , Yusuke Murata (Illustrator) , John Werry (Translator)",Book,1,36.8,0,0,36.8,1.84,38.64
Fantastic Folktales Salt in the Sea,OM Books,Book,1,14,0,0,14,0.7,14.7
Rome,Olivia Ercoli; Ros Belford; Roberta Mitchell;,Book,1,13,0,0,13,0.65,13.65
The Greatest Salesman in the World,Og Mandino;,Book,1,18,0,0,18,0.9,18.9
Eleanor the Queen,Norah Lofts;,Book,1,18,0,0,18,0.9,18.9
Carolina Moon,Nora Roberts;,Book,-1,0,0,-16,-16,-0.8,-16.8
Face the Fire,Nora Roberts;,Book,-1,0,0,-12,-12,-0.6,-12.6
Born In Fire,Nora Roberts,Book,-1,0,0,-18,-18,-0.9,-18.9
Rising Tides,Nora Roberts,Book,-1,0,0,-13,-13,-0.65,-13.65
The Most Haunted House 3D Book - Hardcover,Nicola Baxter,Book,1,20,0,0,20,1,21
The Restless Kings,Nick Barratt;,Book,1,19,0,0,19,0.95,19.95
A Short History of the World in 50 Lies,Natasha Tidd;,Book,1,25,-0.94,0,24.06,1.2,25.26
"Kaiju No. 8, Vol. 9",Naoya Matsumoto;,Book,1,36.8,0,0,36.8,1.84,38.64
Why Trust Science?,Naomi Oreskes;,Book,1,25,0,0,25,1.25,26.25
Daughters of Dissidents Need Not Apply,Nadina Ronc,Book,1,35,0,0,35,1.75,36.75
Self-Care for the Real World - Hardcover,Nadia Narain; Katia Narain Phillips;,Book,1,28,0,0,28,1.4,29.4
Hungry Hyena,Mwenye Hadithi; Adrienne Kennaway;,Book,1,13,0,0,13,0.65,13.65
Since You've Been Gone,Morgan Matson,Book,1,22.99,-0.69,0,22.3,1.12,23.42
The Return of the Butterfly,Moni Mohsin,Book,1,18,0,0,18,0.9,18.9
13 Ways of Looking at a Fat Girl,Mona Awad;,Book,1,28,0,0,28,1.4,29.4
Exit West,Mohsin Hamid;,Book,1,22,0,0,22,1.1,23.1
Moth Smoke,Mohsin Hamid,Book,1,19,0,0,19,0.95,19.95
Realms,Mohamed Al Qadi,Book,0,14,0,-14,0,0,0
Gone,Mo Hayder;,Book,1,15,-1.17,0,13.83,0.69,14.52
Breakfast is Served,Mitchell Beazley; Laura Ascari; Elisa Paganelli;,Book,1,22,0,0,22,1.1,23.1
The Next Person You Meet in Heaven - Hardcover,Mitch Albom;,Book,1,28,-10,0,18,0.9,18.9
The Paper Palace,Miranda Cowley Heller;,Book,1,38,0,0,38,1.9,39.9
The Strange Adventure of a Broke Mercenary (Light Novel) Vol. 2,Mine;,Book,0,20,0,-20,0,0,0
Pachinko,Min Jin Lee;,Book,1,22.99,-2.23,0,20.76,1.04,21.8
The Fast Beach Diet,Mimi Spencer;,Book,1,4,-0.39,0,3.61,0.18,3.79
Arabs - All You Need to Know,Michel Sedaghat;,Book,1,15,0,0,15,0.75,15.75
"Good Girl, Bad Girl",Michael Robotham;,Book,1,23,0,0,23,1.15,24.15
THE REVENANT,Michael Punke,Book,1,13,0,0,13,0.65,13.65
War Horse,Michael Morpurgo;,Book,1,15,0,0,15,0.75,15.75
Kensuke's Kingdom,Michael Morpurgo,Book,2,35,0,0,35,1.75,36.75
Scotland and Its Whiskies,Michael Jackson;,Book,1,25,0,0,25,1.25,26.25
Gone #1,Michael Grant;,Book,1,25,0,0,25,1.25,26.25
The Lincoln Lawyer,Michael Connelly;,Book,1,12.99,-1.01,0,11.98,0.6,12.58
The Fix,Mia Sheridan;,Book,1,28,0,0,28,1.4,29.4
Unnatural,Mia Sheridan;,Book,1,30,0,0,30,1.5,31.5
Stories for 6 Year Olds,Melanie Joyce;,Book,1,13,0,0,13,0.65,13.65
Ruthless Women,Melanie Blake;,Book,1,25,0,0,25,1.25,26.25
"Judy Moody, Girl Detective",Megan McDonald;,Book,1,16,0,0,16,0.8,16.8
Stink and the Attack of the Slime Mold,Megan McDonald;,Book,1,16,0,0,16,0.8,16.8
Reading Wonders Literature Anthology Grade 2,McGraw-Hill Education;,Book,1,25,0,0,25,1.25,26.25
Reading Wonders Reading/Writing Workshop - (Hardcover),McGraw-Hill Education;,Book,1,23,0,0,23,1.15,24.15
Who Let the Gods Out?,Maz Evans;,Book,1,20,0,0,20,1,21
Residential Interior Design,Maureen Mitton; Courtney Nystuen;,Book,1,25,0,0,25,1.25,26.25
Interior Design Visual Presentation,Maureen Mitton;,Book,1,20,0,0,20,1,21
The Attack of Professor Zoom! (DC Super Heroes. the Flash),Matthew Manning,Book,1,18,-1.59,0,16.41,0.82,17.23
Frankenstein,Mary Wollstonecraft Shelley;,Book,0,18,0,-18,0,0,0
Unfinished Portrait,Mary Westmacott; Agatha Christie;,Book,1,20.99,-1.08,0,19.91,1,20.91
Buffalo Before Breakfast,Mary Pope Osborne;,Book,1,18,0,0,18,0.9,18.9
Dingoes at Dinnertime,Mary Pope Osborne;,Book,1,13,0,0,13,0.65,13.65
Dogs in the Dead of Night,Mary Pope Osborne;,Book,1,15,0,0,15,0.75,15.75
Les petits ramoneurs de Londres,Mary Pope Osborne;,Book,1,20,0,0,20,1,21
A Ghost Tale for Christmas Time,Mary Pope Osborne,Book,1,13,0,0,13,0.65,13.65
The Borrowers,Mary Norton;,Book,1,19,0,0,19,0.95,19.95
The Puppet's Payback and Other Chilling Tales,Mary Downing Hahn;,Book,1,18,0,0,18,0.9,18.9
Tajemnica szkoly- [Hardcover],Martin Widmark; Helena Willis;,Book,1,18,0,0,18,0.9,18.9
First Dictionary,Martin H. Manser,Book,1,16,0,0,16,0.8,16.8
Shhh! Don't Wake the Royal Baby,Martha Mumford,Book,1,18,0,0,18,0.9,18.9
What Got You Here Won't Get You There,Marshall Goldsmith; Mark Reiter;,Book,1,20,0,0,20,1,21
A Connecticut Yankee in King Arthur's Court,Mark Twain;,Book,1,15,0,0,15,0.75,15.75
Everything Is F*cked: A Book About Hope,Mark Manson;,Book,1,30,0,0,30,1.5,31.5
Prince of Thorns,Mark Lawrence;,Book,1,22,0,0,22,1.1,23.1
Hard Rain,Mark Edwards;,Book,1,25,0,0,25,1.25,26.25
There Was an Old Lady Who Swallowed a Fly,Mark Carthew; Michael Rosen;,Book,1,20,0,0,20,1,21
Buried,Mark Billingham,Book,1,13,0,0,13,0.65,13.65
Scarlet,Marissa Meyer;,Book,1,25,0,0,25,1.25,26.25
The Last Don,Mario Puzo;,Book,5,165,0,-90,75,3.75,78.75
Houses,Mariette Himes Gomez;,Book,1,30,0,0,30,1.5,31.5
Pig Tales,Marie Darrieussecq;,Book,1,20,0,0,20,1,21
From Lukov with Love,Mariana Zapata;,Book,1,24.99,-1.04,0,23.95,1.2,25.15
Married To A Bedouin,Marguerite van Geldermalsen,Book,1,20,0,0,20,1,21
"Good Day, Good Night",Margaret Wise Brown;,Book,1,23,0,0,23,1.15,24.15
Sorcery of Thorns,Margaret Rogerson;,Book,1,28,0,0,28,1.4,29.4
Curious Pursuits,Margaret Atwood;,Book,1,18,0,0,18,0.9,18.9
The Handmaid's Tale,Margaret Atwood,Book,1,28,0,0,28,1.4,29.4
Meditations,Marcus Aurelius;,Book,1,23,0,0,23,1.15,24.15
I Know You're in There,Marcia Hinds;,Book,0,23,0,-23,0,0,0
La Prisonniere,Malika Oufkir,Book,1,13,0,0,13,0.65,13.65
Tropiciele,Malgorzata Karolina Piekarska;,Book,1,18,0,0,18,0.9,18.9
Dictionary of Space,Malcolm Plant;,Book,1,20,0,0,20,1,21
The Bomber Mafia,Malcolm Gladwell;,Book,1,28,0,0,28,1.4,29.4
I Am Malala,Malala Yousafzai,Book,1,18,0,0,18,0.9,18.9
The Usborne Big Book of English Words,Mairi Mackinnon ; Kate Hindley;,Book,1,22.99,-1.05,0,21.94,1.1,23.04
Goodnight Mister Tom,Magorian Michelle,Book,1,22,0,0,22,1.1,23.1
The Marriage Portrait,Maggie O'Farrell;,Book,1,33,0,0,33,1.65,34.65
The Copper Beech,Maeve Binchy;,Book,0,5,0,-5,0,0,0
Better Than the Movies,Lynn Painter;,Book,2,53,-1.17,0,51.83,2.59,54.42
Little Vampire Women,Lynn Messina; Louisa May Alcott;,Book,1,20,0,0,20,1,21
The Boy I Love,Lynda Bellingham,Book,1,5,0,0,5,0.25,5.25
Things We Left Behind,Lucy Score;,Book,1,28,0,0,28,1.4,29.4
Anne of Green Gables,Lucy Maud Montgomery;,Book,0,28,0,-28,0,0,0
Rome and the Vatican,Lozzi Roma,Book,1,15,0,0,15,0.75,15.75
Avoiding the Punch: Investing in Uncertain Times,Louis-Vincent Gave,Book,1,20,0,0,20,1,21
Australia,Lonely Planet,Book,1,18,-1.74,0,16.26,0.81,17.07
Play Along,Liz Tomforde;,Book,2,82,0,0,82,4.1,86.1
The Right Move,Liz Tomforde;,Book,1,20,0,0,20,1,21
Tom Gates: Dog Zombies Rule (for Now),Liz Pichon;,Book,1,19,0,0,19,0.95,19.95
The God of the Woods,Liz Moore;,Book,1,30,0,0,30,1.5,31.5
Emily Windsnap and the Monster from the Deep,Liz Kessler;,Book,1,20,0,0,20,1,21
Dreams of Joy (Hardcover),Lisa See;,Book,1,30,-1.54,0,28.46,1.42,29.88
The Family Upstairs,Lisa Jewell;,Book,1,20,0,0,20,1,21
Watching You,Lisa Jewell,Book,1,33,0,0,33,1.65,34.65
Big Brother,Lionel Shriver;,Book,1,20,0,0,20,1,21
So Much for That,Lionel Shriver;,Book,1,20,0,0,20,1,21
Lunch with the FT- [Hardcover],Lionel Barber;,Book,1,35,0,0,35,1.75,36.75
Fear the Worst,Linwood Barclay;,Book,1,20,-1.58,0,18.42,0.92,19.34
Too Close to Home,Linwood Barclay;,Book,1,15,0,0,15,0.75,15.75
Pregnancy To Parenthood,Linda Goldberg; Ginny Brinkley; Janice Kukar;,Book,1,18,0,0,18,0.9,18.9
Apples Never Fall,Liane Moriarty;,Book,1,25,0,0,25,1.25,26.25
Truly Madly Guilty,Liane Moriarty;,Book,1,18,0,0,18,0.9,18.9
Apples Never Fall,Liane Moriarty,Book,1,28,0,0,28,1.4,29.4
Forces for Good- (Hardcover),Leslie R. Crutchfield; Heather McLeod Grant;,Book,1,33,0,0,33,1.65,34.65
Siege and Storm,Leigh Bardugo;,Book,1,22,0,0,22,1.1,23.1
Vegan Cooking for One,Leah Leneman;,Book,1,18,0,0,18,0.9,18.9
The Book of Negroes,Lawrence Hill;,Book,1,30,0,0,30,1.5,31.5
Les dieux voyagent toujours incognito,Laurent Gounelle;,Book,1,18,0,0,18,0.9,18.9
Delirium: The Delirium Trilogy,Lauren Oliver,Book,1,19.99,-0.83,0,19.16,0.96,20.12
Vanishing Girls,Lauren Oliver,Book,1,13,0,0,13,0.65,13.65
Disco Mystery,Lauren Holowaty; Sunbird Books Staff;,Book,1,10,0,0,10,0.5,10.5
Love Unwritten,Lauren Asher;,Book,1,41,0,0,41,2.05,43.05
The Fine Print,Lauren Asher;,Book,1,25,0,0,25,1.25,26.25
Terms and Conditions,Lauren Asher,Book,1,28,0,0,28,1.4,29.4
The Last Thing He Told Me,Laura Dave,Book,1,28,0,0,28,1.4,29.4
The Girl with the Dragon Tattoo,"Larsson, Stieg;",Book,-1,0,0,-18,-18,-0.9,-18.9
Freedom at Midnight. Film Tie-In,Larry Collins - Dominique Lapierre,Book,1,25,0,0,25,1.25,26.25
Memories - Hardcover,Lang Leav,Book,1,28,0,0,28,1.4,29.4
It's Not About The Bike: My Journey Back To Life,Lance Armstrong,Book,1,19,0,0,19,0.95,19.95
Ladybird Tales: Dick Whittington (Hardcover),Ladybird;,Book,1,15,0,0,15,0.75,15.75
Rilla of Ingleside,L. M. Montgomery;,Book,1,28,0,0,28,1.4,29.4
The Wonderful Wizard of Oz (HarperCollins Children's Classics),L. Frank Baum;,Book,1,22.99,-1.04,0,21.95,1.1,23.05
House of Hollow,Krystal Sutherland;,Book,1,22,0,0,22,1.1,23.1
My Hero Academia Vol. 1,Kohei Horikoshi;,Book,1,23,0,0,23,1.15,24.15
Counterfeit,Kirstin Chen;,Book,1,50,0,0,50,2.5,52.5
Ten on the Sled,Kim Norman;,Book,1,17.99,-0.81,0,17.18,0.86,18.04
And the Mountains Echoed,Khaled Hosseini,Book,1,23,0,0,23,1.15,24.15
Essential Scrum,Kenneth S. Rubin;,Book,1,23,0,0,23,1.15,24.15
Cure Your Child with Food: The Hidden Connection Between Nutrition and Childhood Ailments,Kelly Dorfman ; Richard E. Layton M.D. ;,Book,1,25,0,0,25,1.25,26.25
The Project Management Pocketbook,Keith Posner; Michael Applegarth;,Book,1,13,0,0,13,0.65,13.65
Leading Without Authority,Keith Ferrazzi;,Book,1,30,0,0,30,1.5,31.5
Amulet: The Stonekeeper (Book 1),Kazu Kibuishi,Book,1,26,0,0,26,1.3,27.3
Oliver Twist - Hardcover,Kathleen Olmstead; Charles Dickens;,Book,1,20,0,0,20,1,21
Twin Crowns,Katherine Webber; Catherine Doyle;,Book,1,24.99,-1.04,0,23.95,1.2,25.15
The Explorer,Katherine Rundell;,Book,1,19,0,0,19,0.95,19.95
The House at Riverton,Kate Morton;,Book,1,25,0,0,25,1.25,26.25
The Magician's Elephant,Kate DiCamillo;,Book,1,20,0,0,20,1,21
The Tiger Rising,Kate DiCamillo;,Book,1,13,0,0,13,0.65,13.65
When the Tooth Fairy Forgot,Karen McCombie;,Book,1,10,0,0,10,0.5,10.5
One of Us is Lying,Karen M. McManus,Book,2,45,0,0,45,2.25,47.25
"Way to Go, Zoe!",Kara McMahon;,Book,1,13,0,0,13,0.65,13.65
The Promised Neverland vol.4,Kaiu Shirai;,Book,1,32,0,0,32,1.6,33.6
"The Promised Neverland, Vol. 19",Kaiu Shirai;,Book,1,32,0,0,32,1.6,33.6
"The Promised Neverland, Vol. 20",Kaiu Shirai;,Book,1,32,0,0,32,1.6,33.6
The Prophet- (Hardcover),Kahlil Gibran;,Book,1,20,0,0,20,1,21
The House of the Mosque,Kader Abdolah;,Book,1,19,0,0,19,0.95,19.95
Jaded Dubai Dreams,Jyoti Chachara Asarpota,Book,1,20,0,0,20,1,21
Tumber-bumber,Junna Morits;,Book,1,25,0,0,25,1.25,26.25
Collins Big Cat: Underwater Treasure,Juliet Kerrigan;,Book,1,20,-0.91,0,19.09,0.95,20.04
The Bridgerton; When He Was Wicked,Julia Quinn;,Book,1,50,0,-25,25,1.25,26.25
The Bridgerton: It's In His Kiss,Julia Quinn;,Book,1,50,0,-25,25,1.25,26.25
"The Bridgerton: To Sir Phillip, With Love",Julia Quinn;,Book,1,50,0,-25,25,1.25,26.25
The Duke and I (Bridgertons),Julia Quinn,Book,1,17,0,0,17,0.85,17.85
The Snail and the Whale Sticker Book,Julia Donaldson;,Book,1,19.99,-1,0,18.99,0.95,19.94
The Artist's Way,Julia Cameron;,Book,1,33,0,0,33,1.65,34.65
When Hitler Stole Pink Rabbit,Judith Kerr;,Book,1,25,0,0,25,1.25,26.25
Kitchens,Josh Garskof;,Book,1,18,0,0,18,0.9,18.9
Les mercredis de Loulou,Josette Chicheportiche,Book,1,13,0,0,13,0.65,13.65
The Amulet of Samarkand,Jonathan Stroud;,Book,1,13,0,0,13,0.65,13.65
The Righteous Mind,Jonathan Haidt;,Book,1,20,0,0,20,1,21
The Secret History of the World,Jonathan Black;,Book,1,20,0,0,20,1,21
The Giver of Stars,Jojo Moyes;,Book,1,32,0,0,32,1.6,33.6
The Ship of Brides,Jojo Moyes;,Book,1,25,0,0,25,1.25,26.25
Me Before You,Jojo Moyes,Book,1,23,0,0,23,1.15,24.15
East of Eden,John Steinbeck;,Book,1,16,0,0,16,0.8,16.8
The Hobbit,John Ronald Reuel Tolkien;,Book,1,19,0,0,19,0.95,19.95
The Lord of the Rings,John Ronald Reuel Tolkien;,Book,1,20,0,0,20,1,21
InvestiGators: Class Action,John Patrick Green;,Book,1,23,0,0,23,1.15,24.15
Investigators: Take the Plunge,John Patrick Green;,Book,1,23,0,0,23,1.15,24.15
Mr Bumble's Snowman- (Hardcover),John Patience,Book,1,13,0,0,13,0.65,13.65
Golf - Hardcover,John Morgan,Book,-1,0,0,-3,-3,-0.15,-3.15
What Lies Between Us,John Marrs;,Book,1,28,0,0,28,1.4,29.4
Knowledge Is Power,John Henry;,Book,1,23,0,0,23,1.15,24.15
Far Cry,John Harvey,Book,1,5,0,0,5,0.25,5.25
Turtles All the Way Down,John Green,Book,1,19,0,0,19,0.95,19.95
The Last Godfathers,John Follain; John;,Book,1,15,0,0,15,0.75,15.75
The Burning Soul,John Connolly;,Book,1,11,0,0,11,0.55,11.55
Hush Little Ones (Hardcover),John Butler;,Book,1,20,0,0,20,1,21
Bully,Joey Graceffa;,Book,1,28,0,0,28,1.4,29.4
50 Physics Ideas You Really Need to Know - Hardcover,Joanne Baker;,Book,1,28,0,0,28,1.4,29.4
"Juli, die Viererkette (Hardcover)",Joachim Masannek;,Book,1,19,0,0,19,0.95,19.95
Sunset Over the Cherry Orchard,Jo Thomas,Book,-1,0,0,-6,-6,-0.3,-6.3
The Human Cosmos,Jo Marchant;,Book,1,23,0,0,23,1.15,24.15
The Dumbest Idea Ever!,Jimmy Gownley;,Book,1,28,0,0,28,1.4,29.4
Good to Great - Hardcover,Jim Collins,Book,1,35,0,0,35,1.75,36.75
The Problem with Here is that It's where I'm from,Jim Benton;,Book,1,13,-0.39,0,12.61,0.63,13.24
Score!,Jilly Cooper;,Book,0,4,0,-4,0,0,0
Three Men in a Boat,Jerome K. Jerome;,Book,1,16,0,0,16,0.8,16.8
Three Men in a Boat,Jerome K Jerome;,Book,1,16,0,0,16,0.8,16.8
Then Came You,Jennifer Weiner;,Book,1,4,0,0,4,0.2,4.2
Holding Up the Universe,Jennifer Niven,Book,1,36,0,-18,18,0.9,18.9
A Light in the Flame - Hardcover,Jennifer L. Armentrout;,Book,1,35,0,0,35,1.75,36.75
Little Secrets,Jennifer Hillier;,Book,2,45,0,0,45,2.25,47.25
Diary of a Wimpy Kid - The Getaway,Jeff Kinney;,Book,1,16,0,0,16,0.8,16.8
Diary Of A Wimpy Kid : Old School,Jeff Kinney;,Book,1,16,0,0,16,0.8,16.8
Diary of a Wimpy Kid 14: Wrecking Ball,Jeff Kinney;,Book,1,16,0,0,16,0.8,16.8
Diary of a Wimpy Kid 16: Big Shot,Jeff Kinney;,Book,1,16,0,0,16,0.8,16.8
Diary of a Wimpy Kid: Big Shot,Jeff Kinney;,Book,1,16,0,0,16,0.8,16.8
Diary of a Wimpy Kid: No Brainer - Hardcover,Jeff Kinney;,Book,1,24,0,0,24,1.2,25.2
Diary of a Wimpy Kid: Old School - Hardcover,Jeff Kinney;,Book,1,20,0,0,20,1,21
Diary of an Awesome Friendly Kid,Jeff Kinney;,Book,1,15,0,0,15,0.75,15.75
The Wimpy Kid Movie Diary - Hardcover,Jeff Kinney;,Book,1,25,0,0,25,1.25,26.25
Diary of a Wimpy Kid -Hard Luck,Jeff Kinney,Book,2,26,0,0,26,1.3,27.3
Diary of a Wimpy Kid: Cabin Fever,Jeff Kinney,Book,1,13,0,0,13,0.65,13.65
Diary of a Wimpy Kid: Double Down - Hardcover,Jeff Kinney,Book,1,25,0,0,25,1.25,26.25
Diary of a Wimpy Kid: The Deep End,Jeff Kinney,Book,1,16,0,0,16,0.8,16.8
Diary of a Wimpy Kid: The Getaway - (Hardcover),Jeff Kinney,Book,1,25,0,0,25,1.25,26.25
Diary of a Wimpy Kid: The Meltdown - Hardcover,Jeff Kinney,Book,1,24,0,0,24,1.2,25.2
Diary of a Wimpy Kid: The Meltdown- Hardcover,Jeff Kinney,Book,1,25,0,0,25,1.25,26.25
"Ransom: from the award-winning author of Remembering Babylon, An Imaginary Life and Johnno",Jeff Kinney,Book,1,13,-0.49,0,12.51,0.62,13.13
The Wimpy Kid Movie Diary - Hardcover,Jeff Kinney,Book,1,24,0,0,24,1.2,25.2
Louvre Abu Dhabi,Jean-François Charnier;,Book,1,33,0,0,33,1.65,34.65
Antigone (La petite vermillon) (French Edition),Jean Anouilh;,Book,1,13,0,0,13,0.65,13.65
Millennium Family Encyclopedia( Reference and Index )- Hardcover,Jayne Parsons,Book,1,25,0,0,25,1.25,26.25
Millennium Family Encyclopedia(P to Z)- Hardcover,Jayne Parsons,Book,1,25,0,0,25,1.25,26.25
The Last Musketeer,Jason,Book,1,23,0,0,23,1.15,24.15
Eden Falls,Jane Sanderson;,Book,1,18,0,0,18,0.9,18.9
Emma,Jane Austen,Book,1,23,0,0,23,1.15,24.15
"84, Charing Cross Road","James Roose-Evans (Playwright, Adapter) ; Helene Hanff;",Book,1,21,0,0,21,1.05,22.05
NYPD Red 4,James Patterson; Marshall Karp;,Book,1,5,0,0,5,0.25,5.25
Breath: The New Science of a Lost Art,James Nestor;,Book,1,33,0,0,33,1.65,34.65
Light of the World,James Lee Burke;,Book,1,11,0,0,11,0.55,11.55
Endgame: Sky Key,James Frey; Nils Johnson-Shelton;,Book,1,28,0,0,28,1.4,29.4
Endgame: The Calling,James Frey; Nils Johnson-Shelton;,Book,1,23,0,0,23,1.15,24.15
The Last of the Mohigans,James Fenimore Cooper;,Book,1,4,0,0,4,0.2,4.2
Dancing the Charleston,Jacqueline Wilson;,Book,1,24,0,0,24,1.2,25.2
Emerald Star,Jacqueline Wilson;,Book,1,20,0,0,20,1,21
Midnight,Jacqueline Wilson;,Book,1,18,-1.73,0,16.27,0.81,17.08
The Werepuppy,Jacqueline Wilson;,Book,1,13,0,0,13,0.65,13.65
Glubbslyme,Jacqueline Wilson,Book,1,18,0,0,18,0.9,18.9
Lily Alone,Jacqueline Wilson,Book,1,18,-1.73,0,16.27,0.81,17.08
My Sister Jodie,Jacqueline Wilson,Book,2,38.99,-1.43,0,37.56,1.88,39.44
The Dare Game,Jacqueline Wilson,Book,1,14.99,-1.43,0,13.56,0.68,14.24
The Story of Tracy Beaker,Jacqueline Wilson,Book,1,18,-1.73,0,16.27,0.81,17.08
Winning,Jack Welch; Suzy Welch;,Book,1,25,0,0,25,1.25,26.25
The Wolf at the Door,Jack Higgins;,Book,1,20,0,0,20,1,21
J'aime lire 201,J'aime Lire,Book,1,20,0,0,20,1,21
J'Aime Lire Max 197,J'aime Lire,Book,1,20,0,0,20,1,21
The Hobbit,J. R. R. Tolkien,Book,1,22,0,0,22,1.1,23.1
Peter Pan,J. M. Barrie;,Book,1,20,0,0,20,1,21
Harry Potter and the Chamber of Secrets - Slytherin Edition,J. K. Rowling;,Book,1,25,0,0,25,1.25,26.25
Harry Potter and the Chamber of Secrets,J. K. Rowling,Book,0,19,0,-23,-4,-0.2,-4.2
Harry Potter and the Deathly Hallows,J. K. Rowling,Book,1,24,0,0,24,1.2,25.2
"The 38 Letters from J.D. Rockefeller to his son: Perspectives, Ideology, and Wisdom",J D Rockefeller,Book,1,20,0,0,20,1,21
Daughter of Fortune,Isabel Allende;,Book,1,13,0,0,13,0.65,13.65
My Name Is Emilia Del Valle,Isabel Allende;,Book,1,24.99,-2.43,0,22.56,1.13,23.69
Good Night Stories,Infinity Publishing,Book,1,10,0,0,10,0.5,10.5
Arab Folktales,Inea Bushnaq;,Book,1,25,0,0,25,1.25,26.25
Tinkle Double Digest #7,India Book House,Book,1,12.99,-1.2,0,11.79,0.59,12.38
The Courage to Be Disliked,ICHIRO. KOGA KISHIMI (FUMITAKE.); Fumitake Koga;,Book,1,28,0,0,28,1.4,29.4
Why the West Rules - for Now,Ian Morris;,Book,1,27.99,-1.05,0,26.94,1.35,28.29
On Chesil Beach- Hardcover,Ian McEwan;,Book,1,17.99,-0.68,0,17.31,0.87,18.18
Saturday,Ian McEwan;,Book,1,15,0,0,15,0.75,15.75
Raising Confident Girls,Ian Grant; Mary Grant;,Book,1,23,0,0,23,1.15,24.15
Casino Royale,Ian Fleming;,Book,1,20,0,0,20,1,21
Little Badman and the Radioactive Samosa,Humza Arshad; Henry White;,Book,1,10,0,0,10,0.5,10.5
The Psychology of Money,"Housel, Morgan",Book,1,30,0,0,30,1.5,31.5
The Iliad. [Ilias. Epos]. Transl. (from Greek) by E. V. Rieu. (Repr.).,Homeros;,Book,1,13,0,0,13,0.65,13.65
A Good Girl's Guide to Murder,Holly Jackson;,Book,2,45,-1.57,0,43.43,2.17,45.6
As Good As Dead,Holly Jackson;,Book,1,15,0,0,15,0.75,15.75
"Good Girl, Bad Blood (A Good Girl’s Guide to Murder, Book 2)",Holly Jackson;,Book,1,15,0,0,15,0.75,15.75
A Good Girl's Guide to Murder,Holly Jackson,Book,1,25,0,0,25,1.25,26.25
Five Survive,Holly Jackson,Book,1,25,0,0,25,1.25,26.25
Good Girl Bad Blood,Holly Jackson,Book,1,25,0,0,25,1.25,26.25
The Cruel Prince,Holly Black;,Book,0,25,0,-20,5,0.25,5.25
Japanese For Dummies,Hiroko M. Chiba; Eriko Sato;,Book,1,25,0,0,25,1.25,26.25
State of Terror,"Hillary Rodham Clinton , Louise Penny",Book,1,23,0,0,23,1.15,24.15
Siddhartha,Hermann Hesse;,Book,1,25,0,0,25,1.25,26.25
Amelia Bedelia and the Cat,Herman Parish;,Book,1,13,0,0,13,0.65,13.65
Amelia Bedelia Sleeps Over,Herman Parish,Book,1,10,0,0,10,0.5,10.5
Meg and Mog,Helen Nicoll; Jan Pienkowski;,Book,1,18,0,0,18,0.9,18.9
The Kiss Quotient,Helen Hoang;,Book,1,23,0,0,23,1.15,24.15
What to Expect the First Year,Heidi Eisenberg Murkoff; Arlene Eisenberg; Sandee Eisenberg Hathaway;,Book,1,22,0,0,22,1.1,23.1
From Trucial States to United Arab Emirates,"Heard-Bey, Frauke;",Book,1,28,0,0,28,1.4,29.4
Norwegian Wood,Hauki Murakami,Book,2,56,0,0,56,2.8,58.8
Underground,Haruki Murakami;,Book,1,25,0,0,25,1.25,26.25
Hard-boiled Wonderland and the End of the World,Haruki Murakami,Book,1,25,0,0,25,1.25,26.25
Go Set a Watchman- [Hardcover],Harper Lee;,Book,1,30,0,0,30,1.5,31.5
Factfulness (Illustrated),Hans Rosling; Ola Rosling; Anna Rosling Rönnlund;,Book,1,20,0,0,20,1,21
Curious George,Hans Augusto Rey;,Book,1,20,0,0,20,1,21
Curious George Grows a Garden,Hans Augusto Rey;,Book,1,17.99,-1.66,0,16.33,0.82,17.15
The World In 2050,Hamish McRae;,Book,1,39,0,0,39,1.95,40.95
The Midnight Library,Haig Matt;,Book,1,28,0,0,28,1.4,29.4
Invisible Man / the Food of the Gods,H. G. Wells;,Book,1,23,0,0,23,1.15,24.15
Does It Hurt?,H. D. Carlton,Book,1,28,0,0,28,1.4,29.4
Curious George:The Donut Delivery,H. A. Rey;,Book,1,18,0,0,18,0.9,18.9
The Firm,Grisham; John Grisham;,Book,1,13,0,0,13,0.65,13.65
Shantaram,Gregory David Roberts;,Book,1,20,0,0,20,1,21
He's Just Not that Into You,Greg Behrendt,Book,1,18,0,0,18,0.9,18.9
The 10X Rule - Hardcover,Grant Cardone;,Book,1,30,0,0,30,1.5,31.5
Brighton Rock,Graham Greene;,Book,1,23,0,0,23,1.15,24.15
Ooread,Grace Karim,Book,1,35,-1.79,0,33.21,1.66,34.87
Asterix and the Big Fight,Goscinny,Book,1,22,0,0,22,1.1,23.1
Lottie's Letter,Gordon Snell;,Book,1,15,0,0,15,0.75,15.75
The Complete Sleep Guide for Contented Babies and Toddlers,Gina Ford;,Book,1,19,0,0,19,0.95,19.95
